,Province_State,Country_Region,Date,Doses_admin,People_partially_vaccinated,People_fully_vaccinated,Report_Date_String,UID
73,Piaui,Brazil,2021-06-14,1047659,,,2021/06/14,7618.0
74,Rio Grande do Norte,Brazil,2021-06-14,1230298,,,2021/06/14,7620.0
75,Rio Grande do Sul,Brazil,2021-06-14,5349031,,,2021/06/14,7621.0
76,Rio de Janeiro,Brazil,2021-06-14,6399029,,,2021/06/14,7619.0
77,Rondonia,Brazil,2021-06-14,482021,,,2021/06/14,7622.0
78,Roraima,Brazil,2021-06-14,160856,,,2021/06/14,7623.0
79,Santa Catarina,Brazil,2021-06-14,2504851,,,2021/06/14,7624.0
80,Sao Paulo,Brazil,2021-06-14,17156777,,,2021/06/14,7625.0
81,Sergipe,Brazil,2021-06-14,645713,,,2021/06/14,7626.0
82,Tocantins,Brazil,2021-06-14,450744,,,2021/06/14,7627.0
83,,Brunei,2021-06-14,61225,49763.0,11462.0,2021/06/14,96.0
84,,Bulgaria,2021-06-14,1577024,876614.0,697147.0,2021/06/14,100.0
85,,Burma,2021-06-14,2994900,1772177.0,1222723.0,2021/06/14,104.0
86,,Cambodia,2021-06-14,5223954,2836482.0,2387472.0,2021/06/14,116.0
87,,Cameroon,2021-06-14,86451,70257.0,16194.0,2021/06/14,120.0
88,,Canada,2021-06-14,29023531,24311588.0,4332854.0,2021/06/14,124.0
89,Alberta,Canada,2021-06-14,3384026,,,2021/06/14,12401.0
90,British Columbia,Canada,2021-06-14,3893581,,,2021/06/14,12402.0
91,Manitoba,Canada,2021-06-14,1035805,,,2021/06/14,12403.0
92,New Brunswick,Canada,2021-06-14,592510,,,2021/06/14,12404.0
93,Newfoundland and Labrador,Canada,2021-06-14,369160,,,2021/06/14,12405.0
94,Northwest Territories,Canada,2021-06-14,55078,,,2021/06/14,12406.0
95,Nova Scotia,Canada,2021-06-14,678615,,,2021/06/14,12407.0
96,Nunavut,Canada,2021-06-14,33592,,,2021/06/14,12416.0
97,Ontario,Canada,2021-06-14,11208867,,,2021/06/14,12408.0
98,Prince Edward Island,Canada,2021-06-14,111616,,,2021/06/14,12409.0
99,Quebec,Canada,2021-06-14,6711682,,,2021/06/14,12410.0
100,Saskatchewan,Canada,2021-06-14,893514,,,2021/06/14,12411.0
101,Yukon,Canada,2021-06-14,55485,,,2021/06/14,12412.0
102,,Chile,2021-06-14,20403835,11612320.0,8991704.0,2021/06/14,152.0
103,,China,2021-06-14,878523000,0.0,0.0,2021/06/14,156.0
104,Hong Kong,China,2021-06-14,2934305,,,2021/06/14,344.0
105,Macau,China,2021-06-14,244994,,,2021/06/14,446.0
106,,Colombia,2021-06-14,12917941,8975790.0,3735552.0,2021/06/14,170.0
107,Amazonas,Colombia,2021-06-14,61391,,,2021/06/14,17001.0
108,Antioquia,Colombia,2021-06-14,1965361,,,2021/06/14,17002.0
109,Arauca,Colombia,2021-06-14,48587,,,2021/06/14,17003.0
110,Atlantico,Colombia,2021-06-14,682412,,,2021/06/14,17004.0
111,Bolivar,Colombia,2021-06-14,531583,,,2021/06/14,17005.0
112,Boyaca,Colombia,2021-06-14,397647,,,2021/06/14,17006.0
113,Caldas,Colombia,2021-06-14,307746,,,2021/06/14,17007.0
114,Capital District,Colombia,2021-06-14,2511152,,,2021/06/14,17008.0
115,Caqueta,Colombia,2021-06-14,70516,,,2021/06/14,17009.0
116,Casanare,Colombia,2021-06-14,86254,,,2021/06/14,17010.0
117,Cauca,Colombia,2021-06-14,209256,,,2021/06/14,17011.0
118,Cesar,Colombia,2021-06-14,216739,,,2021/06/14,17012.0
119,Choco,Colombia,2021-06-14,53924,,,2021/06/14,17013.0
120,Cordoba,Colombia,2021-06-14,338040,,,2021/06/14,17014.0
121,Cundinamarca,Colombia,2021-06-14,770202,,,2021/06/14,17015.0
122,Guainia,Colombia,2021-06-14,20211,,,2021/06/14,17016.0
123,Guaviare,Colombia,2021-06-14,12417,,,2021/06/14,17017.0
124,Huila,Colombia,2021-06-14,245895,,,2021/06/14,17018.0
125,La Guajira,Colombia,2021-06-14,120631,,,2021/06/14,17019.0
126,Magdalena,Colombia,2021-06-14,267880,,,2021/06/14,17020.0
127,Meta,Colombia,2021-06-14,211487,,,2021/06/14,17021.0
128,Narino,Colombia,2021-06-14,352858,,,2021/06/14,17022.0
129,Norte de Santander,Colombia,2021-06-14,354434,,,2021/06/14,17023.0
130,Putumayo,Colombia,2021-06-14,44155,,,2021/06/14,17024.0
131,Quindio,Colombia,2021-06-14,194591,,,2021/06/14,17025.0
132,Risaralda,Colombia,2021-06-14,308797,,,2021/06/14,17026.0
133,San Andres y Providencia,Colombia,2021-06-14,20944,,,2021/06/14,17027.0
134,Santander,Colombia,2021-06-14,676243,,,2021/06/14,17028.0
135,Sucre,Colombia,2021-06-14,201840,,,2021/06/14,17029.0
136,Tolima,Colombia,2021-06-14,393493,,,2021/06/14,17030.0
137,Unassigned,Colombia,2021-06-14,0,,,2021/06/14,17034.0
138,Valle del Cauca,Colombia,2021-06-14,1218256,,,2021/06/14,17031.0
139,Vaupes,Colombia,2021-06-14,15386,,,2021/06/14,17032.0
140,Vichada,Colombia,2021-06-14,7613,,,2021/06/14,17033.0
141,,Costa Rica,2021-06-14,1906177,1219551.0,686626.0,2021/06/14,188.0
142,,Cote d'Ivoire,2021-06-14,662848,662848.0,0.0,2021/06/14,384.0
143,,Croatia,2021-06-14,2087157,1401647.0,685510.0,2021/06/14,191.0
144,,Cyprus,2021-06-14,689776,421974.0,267802.0,2021/06/14,196.0
145,,Czechia,2021-06-14,6499005,4493623.0,2071962.0,2021/06/14,203.0
146,,Denmark,2021-06-14,4133640,2658203.0,1475437.0,2021/06/14,208.0
147,Faroe Islands,Denmark,2021-06-14,39159,,,2021/06/14,234.0
148,Greenland,Denmark,2021-06-14,28827,,,2021/06/14,304.0
149,,Dominica,2021-06-14,37400,19970.0,17430.0,2021/06/14,212.0
150,,Dominican Republic,2021-06-14,6173811,4227940.0,1945871.0,2021/06/14,214.0
151,,Ecuador,2021-06-14,2788245,1877548.0,910697.0,2021/06/14,218.0
152,,Egypt,2021-06-14,3340216,2820175.0,520041.0,2021/06/14,818.0
153,,El Salvador,2021-06-14,2310924,1345716.0,965208.0,2021/06/14,222.0
154,,Equatorial Guinea,2021-06-14,247228,148579.0,98649.0,2021/06/14,226.0
155,,Estonia,2021-06-14,825221,522205.0,303016.0,2021/06/14,233.0
156,,Eswatini,2021-06-14,35227,35227.0,0.0,2021/06/14,748.0
157,,Ethiopia,2021-06-14,1920676,1894717.0,0.0,2021/06/14,231.0
158,,Fiji,2021-06-14,223429,218830.0,4599.0,2021/06/14,242.0
159,,Finland,2021-06-14,3493579,2788162.0,705417.0,2021/06/14,246.0
160,,France,2021-06-14,43803521,30159561.0,14078093.0,2021/06/14,250.0
161,,Gabon,2021-06-14,33591,22132.0,9973.0,2021/06/14,266.0
162,,Gambia,2021-06-14,40810,30421.0,10389.0,2021/06/14,270.0
163,,Georgia,2021-06-14,249268,191001.0,58267.0,2021/06/14,268.0
164,,Germany,2021-06-14,60105411,40003604.0,21350096.0,2021/06/14,276.0
165,,Ghana,2021-06-14,1228216,852047.0,376169.0,2021/06/14,288.0
166,,Greece,2021-06-14,6770033,4187201.0,2743851.0,2021/06/14,300.0
167,,Grenada,2021-06-14,26975,17970.0,9005.0,2021/06/14,308.0
168,,Guatemala,2021-06-14,664722,528318.0,133330.0,2021/06/14,320.0
169,,Guinea,2021-06-14,396675,289337.0,95637.0,2021/06/14,324.0
170,,Guyana,2021-06-14,294053,214251.0,79802.0,2021/06/14,328.0
171,,Honduras,2021-06-14,460245,402319.0,57926.0,2021/06/14,340.0
172,,Hungary,2021-06-14,9424351,5311475.0,4112876.0,2021/06/14,348.0
173,,Iceland,2021-06-14,343616,214971.0,128645.0,2021/06/14,352.0
174,,India,2021-06-14,253195048,199655293.0,46532774.0,2021/06/14,356.0
175,Andaman and Nicobar Islands,India,2021-06-14,131034,,,2021/06/14,35601.0
176,Andhra Pradesh,India,2021-06-14,11850826,,,2021/06/14,35602.0
177,Arunachal Pradesh,India,2021-06-14,410427,,,2021/06/14,35603.0
178,Assam,India,2021-06-14,4754657,,,2021/06/14,35604.0
179,Bihar,India,2021-06-14,11926619,,,2021/06/14,35605.0
180,Chandigarh,India,2021-06-14,401095,,,2021/06/14,35606.0
181,Chhattisgarh,India,2021-06-14,7205436,,,2021/06/14,35607.0
182,Dadra and Nagar Haveli and Daman and Diu,India,2021-06-14,266564,,,2021/06/14,35608.0
183,Delhi,India,2021-06-14,6074187,,,2021/06/14,35609.0
184,Goa,India,2021-06-14,621327,,,2021/06/14,35610.0
185,Gujarat,India,2021-06-14,20038418,,,2021/06/14,35611.0
186,Haryana,India,2021-06-14,6735642,,,2021/06/14,35612.0
187,Himachal Pradesh,India,2021-06-14,2587433,,,2021/06/14,35613.0
188,Jammu and Kashmir,India,2021-06-14,3646922,,,2021/06/14,35614.0
189,Jharkhand,India,2021-06-14,4991249,,,2021/06/14,35615.0
190,Karnataka,India,2021-06-14,16852198,,,2021/06/14,35616.0
191,Kerala,India,2021-06-14,11164895,,,2021/06/14,35617.0
192,Ladakh,India,2021-06-14,191051,,,2021/06/14,35618.0
193,Lakshadweep,India,2021-06-14,46160,,,2021/06/14,35637.0
194,Madhya Pradesh,India,2021-06-14,13885323,,,2021/06/14,35619.0
195,Maharashtra,India,2021-06-14,25817728,,,2021/06/14,35620.0
196,Manipur,India,2021-06-14,537380,,,2021/06/14,35621.0
197,Meghalaya,India,2021-06-14,501647,,,2021/06/14,35622.0
198,Mizoram,India,2021-06-14,344044,,,2021/06/14,35623.0
199,Nagaland,India,2021-06-14,332806,,,2021/06/14,35624.0
200,Odisha,India,2021-06-14,8965839,,,2021/06/14,35625.0
201,Puducherry,India,2021-06-14,324318,,,2021/06/14,35626.0
202,Punjab,India,2021-06-14,5609454,,,2021/06/14,35627.0
203,Rajasthan,India,2021-06-14,19589132,,,2021/06/14,35628.0
204,Sikkim,India,2021-06-14,273460,,,2021/06/14,35629.0
205,Tamil Nadu,India,2021-06-14,10629239,,,2021/06/14,35630.0
206,Telangana,India,2021-06-14,7805400,,,2021/06/14,35631.0
207,Tripura,India,2021-06-14,1659454,,,2021/06/14,35632.0
208,Uttar Pradesh,India,2021-06-14,22935815,,,2021/06/14,35633.0
209,Uttarakhand,India,2021-06-14,3284586,,,2021/06/14,35634.0
210,West Bengal,India,2021-06-14,17583760,,,2021/06/14,35635.0
211,,Indonesia,2021-06-14,31603325,20044187.0,11559138.0,2021/06/14,360.0
212,,Iran,2021-06-14,4553653,3915783.0,637870.0,2021/06/14,364.0
213,,Iraq,2021-06-14,613840,447321.0,166519.0,2021/06/14,368.0
214,,Ireland,2021-06-14,3100000,1760642.0,514808.0,2021/06/14,372.0
215,,Israel,2021-06-14,10623629,5475955.0,5143046.0,2021/06/14,376.0
216,,Italy,2021-06-14,42245192,28971341.0,13970684.0,2021/06/14,380.0
217,Abruzzo,Italy,2021-06-14,949423,,,2021/06/14,38013.0
218,Basilicata,Italy,2021-06-14,387189,,,2021/06/14,38017.0
219,Calabria,Italy,2021-06-14,1255195,,,2021/06/14,38018.0
220,Campania,Italy,2021-06-14,4123757,,,2021/06/14,38015.0
221,Emilia-Romagna,Italy,2021-06-14,3168195,,,2021/06/14,38008.0
222,Friuli Venezia Giulia,Italy,2021-06-14,871918,,,2021/06/14,38006.0
223,Lazio,Italy,2021-06-14,4214806,,,2021/06/14,38012.0
224,Liguria,Italy,2021-06-14,1133550,,,2021/06/14,38007.0
225,Lombardia,Italy,2021-06-14,7294988,,,2021/06/14,38003.0
226,Marche,Italy,2021-06-14,1078651,,,2021/06/14,38011.0
227,Molise,Italy,2021-06-14,224085,,,2021/06/14,38014.0
228,P.A. Bolzano,Italy,2021-06-14,377392,,,2021/06/14,38041.0
229,P.A. Trento,Italy,2021-06-14,363081,,,2021/06/14,38042.0
230,Piemonte,Italy,2021-06-14,3002633,,,2021/06/14,38001.0
231,Puglia,Italy,2021-06-14,2902349,,,2021/06/14,38016.0
232,Sardegna,Italy,2021-06-14,1089382,,,2021/06/14,38020.0
233,Sicilia,Italy,2021-06-14,3174592,,,2021/06/14,38019.0
234,Toscana,Italy,2021-06-14,2539221,,,2021/06/14,38009.0
235,Umbria,Italy,2021-06-14,622177,,,2021/06/14,38010.0
236,Valle d'Aosta,Italy,2021-06-14,87296,,,2021/06/14,38002.0
237,Veneto,Italy,2021-06-14,3385312,,,2021/06/14,38005.0
238,,Jamaica,2021-06-14,177889,155683.0,22206.0,2021/06/14,388.0
239,,Japan,2021-06-14,21408125,15942264.0,5465861.0,2021/06/14,392.0
240,,Jordan,2021-06-14,2515652,1898859.0,616793.0,2021/06/14,400.0
241,,Kazakhstan,2021-06-14,3806686,2462626.0,1344060.0,2021/06/14,398.0
242,,Kenya,2021-06-14,1059117,982310.0,76807.0,2021/06/14,404.0
243,,Kosovo,2021-06-14,80126,80126.0,0.0,2021/06/14,383.0
244,,Kuwait,2021-06-14,1820000,822000.0,38000.0,2021/06/14,414.0
245,,Kyrgyzstan,2021-06-14,135578,88178.0,47400.0,2021/06/14,417.0
246,,Laos,2021-06-14,1079903,708652.0,371251.0,2021/06/14,418.0
247,,Latvia,2021-06-14,943402,561166.0,415517.0,2021/06/14,428.0
248,,Lebanon,2021-06-14,985318,668318.0,317000.0,2021/06/14,422.0
249,,Liechtenstein,2021-06-14,25780,15373.0,10407.0,2021/06/14,438.0
250,,Lithuania,2021-06-14,1940377,1167830.0,772547.0,2021/06/14,440.0
251,,Luxembourg,2021-06-14,423029,263291.0,159738.0,2021/06/14,442.0
252,,Malawi,2021-06-14,369674,366198.0,3476.0,2021/06/14,454.0
253,,Malaysia,2021-06-14,4227554,2929736.0,1297818.0,2021/06/14,458.0
254,,Maldives,2021-06-14,489415,313485.0,175930.0,2021/06/14,462.0
255,,Mali,2021-06-14,157129,115048.0,42081.0,2021/06/14,466.0
256,,Malta,2021-06-14,587160,339176.0,258929.0,2021/06/14,470.0
257,,Marshall Islands,2021-06-14,30904,,,2021/06/14,584.0
258,,Mauritania,2021-06-14,44628,37726.0,6902.0,2021/06/14,478.0
259,,Mauritius,2021-06-14,455242,247673.0,207569.0,2021/06/14,480.0
260,,Mexico,2021-06-14,36983641,25860841.0,14911487.0,2021/06/14,484.0
261,,Micronesia,2021-06-14,46216,,,2021/06/14,583.0
262,,Moldova,2021-06-14,528421,382803.0,145618.0,2021/06/14,498.0
263,,Monaco,2021-06-14,33965,18836.0,15129.0,2021/06/14,492.0
264,,Mongolia,2021-06-14,3534495,1891804.0,1642691.0,2021/06/14,496.0
265,,Montenegro,2021-06-14,261294,144685.0,116609.0,2021/06/14,499.0
266,,Morocco,2021-06-14,16457911,9363220.0,7094691.0,2021/06/14,504.0
267,,Mozambique,2021-06-14,394930,320129.0,74801.0,2021/06/14,508.0
268,,Namibia,2021-06-14,96433,82845.0,13588.0,2021/06/14,516.0
269,,Nepal,2021-06-14,3074592,2383098.0,691494.0,2021/06/14,524.0
270,,Netherlands,2021-06-14,11395454,7759667.0,4041858.0,2021/06/14,528.0
271,,New Zealand,2021-06-14,775444,498670.0,276774.0,2021/06/14,554.0
272,,Nicaragua,2021-06-14,167500,167500.0,0.0,2021/06/14,558.0
273,,Nigeria,2021-06-14,2225765,1964095.0,261670.0,2021/06/14,566.0
274,,North Macedonia,2021-06-14,431174,254154.0,177020.0,2021/06/14,807.0
275,,Norway,2021-06-14,3254605,1929544.0,1325043.0,2021/06/14,578.0
276,,Oman,2021-06-14,296894,335866.0,80345.0,2021/06/14,512.0
277,,Pakistan,2021-06-14,10496228,8133654.0,2851063.0,2021/06/14,586.0
278,,Palau,2021-06-14,24562,,,2021/06/14,585.0
279,,Panama,2021-06-14,1164396,757307.0,407089.0,2021/06/14,591.0
280,,Papua New Guinea,2021-06-14,38176,38176.0,0.0,2021/06/14,598.0
281,,Paraguay,2021-06-14,465547,315186.0,104739.0,2021/06/14,600.0
282,,Peru,2021-06-14,5371672,3393413.0,1760482.0,2021/06/14,604.0
283,,Philippines,2021-06-14,6314548,4632826.0,1681722.0,2021/06/14,608.0
284,,Poland,2021-06-14,24360781,15324134.0,9479766.0,2021/06/14,616.0
285,Dolnoslaskie,Poland,2021-06-14,1900527,,,2021/06/14,61601.0
286,Kujawsko-pomorskie,Poland,2021-06-14,1267141,,,2021/06/14,61602.0
287,Lodzkie,Poland,2021-06-14,1611336,,,2021/06/14,61605.0
288,Lubelskie,Poland,2021-06-14,1177317,,,2021/06/14,61603.0
289,Lubuskie,Poland,2021-06-14,671734,,,2021/06/14,61604.0
290,Malopolskie,Poland,2021-06-14,2006569,,,2021/06/14,61606.0
291,Mazowieckie,Poland,2021-06-14,3760055,,,2021/06/14,61607.0
292,Opolskie,Poland,2021-06-14,611924,,,2021/06/14,61608.0
293,Podkarpackie,Poland,2021-06-14,1146254,,,2021/06/14,61609.0
294,Podlaskie,Poland,2021-06-14,759045,,,2021/06/14,61610.0
295,Pomorskie,Poland,2021-06-14,1616292,,,2021/06/14,61611.0
296,Slaskie,Poland,2021-06-14,2945657,,,2021/06/14,61612.0
297,Swietokrzyskie,Poland,2021-06-14,686046,,,2021/06/14,61613.0
298,Warminsko-mazurskie,Poland,2021-06-14,806188,,,2021/06/14,61614.0
299,Wielkopolskie,Poland,2021-06-14,2162464,,,2021/06/14,61615.0
300,Zachodniopomorskie,Poland,2021-06-14,1147014,,,2021/06/14,61616.0
301,,Portugal,2021-06-14,6769487,4430843.0,2338616.0,2021/06/14,620.0
302,,Qatar,2021-06-14,2780916,1583143.0,1197773.0,2021/06/14,634.0
303,,Romania,2021-06-14,8466467,4531945.0,4137956.0,2021/06/14,642.0
304,,Russia,2021-06-14,32863828,18462055.0,14272158.0,2021/06/14,643.0
305,,Rwanda,2021-06-14,400096,350400.0,49696.0,2021/06/14,646.0
306,,Saint Kitts and Nevis,2021-06-14,31054,21469.0,9585.0,2021/06/14,659.0
307,,Saint Lucia,2021-06-14,50132,29580.0,20552.0,2021/06/14,662.0
308,,Saint Vincent and the Grenadines,2021-06-14,22746,18417.0,0.0,2021/06/14,670.0
309,,San Marino,2021-06-14,43471,21768.0,21703.0,2021/06/14,674.0
310,,Sao Tome and Principe,2021-06-14,23644,12374.0,11270.0,2021/06/14,678.0
311,,Saudi Arabia,2021-06-14,15836419,0.0,0.0,2021/06/14,682.0
312,,Senegal,2021-06-14,545915,474136.0,71779.0,2021/06/14,686.0
313,,Serbia,2021-06-14,4955746,2656065.0,2299681.0,2021/06/14,688.0
314,,Seychelles,2021-06-14,137196,70653.0,66543.0,2021/06/14,690.0
315,,Sierra Leone,2021-06-14,88523,75667.0,12856.0,2021/06/14,694.0
316,,Singapore,2021-06-14,4392067,2503814.0,1888253.0,2021/06/14,702.0
317,,Slovakia,2021-06-14,2972806,1863764.0,1070591.0,2021/06/14,703.0
318,,Slovenia,2021-06-14,1312407,765643.0,546764.0,2021/06/14,705.0
319,,Solomon Islands,2021-06-14,17065,17000.0,3479.0,2021/06/14,90.0
320,,South Africa,2021-06-14,1773417,642946.0,480665.0,2021/06/14,710.0
321,,South Sudan,2021-06-14,11889,11889.0,0.0,2021/06/14,728.0
322,,Spain,2021-06-14,32282553,20963619.0,12250002.0,2021/06/14,724.0
323,,Sri Lanka,2021-06-14,2769383,2199504.0,433202.0,2021/06/14,144.0
324,,Sudan,2021-06-14,483520,417209.0,66311.0,2021/06/14,729.0
325,,Suriname,2021-06-14,136853,101781.0,25297.0,2021/06/14,740.0
326,,Sweden,2021-06-14,6151465,4084788.0,2066677.0,2021/06/14,752.0
327,,Switzerland,2021-06-14,5785134,3573786.0,2211348.0,2021/06/14,756.0
328,,Syria,2021-06-14,71519,71519.0,0.0,2021/06/14,760.0
329,,Taiwan*,2021-06-14,799129,799129.0,0.0,2021/06/14,158.0
330,,Thailand,2021-06-14,5975070,4362685.0,1612835.0,2021/06/14,764.0
331,,Togo,2021-06-14,347246,270784.0,76462.0,2021/06/14,768.0
332,,Trinidad and Tobago,2021-06-14,164033,153983.0,10050.0,2021/06/14,780.0
333,,Tunisia,2021-06-14,1252125,899555.0,352570.0,2021/06/14,788.0
334,,Turkey,2021-06-14,33818816,19761182.0,13666980.0,2021/06/14,792.0
335,,US,2021-06-14,309322545,173840483.0,143921222.0,2021/06/14,840.0
336,,US (Aggregate),2021-06-14,308987797,173840483.0,143921222.0,2021/06/14,840.0
337,,Uganda,2021-06-14,788190,757664.0,4129.0,2021/06/14,800.0
338,,Ukraine,2021-06-14,1718499,1459374.0,236906.0,2021/06/14,804.0
339,,United Arab Emirates,2021-06-14,13808426,5081853.0,3836521.0,2021/06/14,784.0
340,,United Kingdom,2021-06-14,71936945,41291331.0,29450653.0,2021/06/14,826.0
341,Anguilla,United Kingdom,2021-06-14,14557,,,2021/06/14,660.0
342,Bermuda,United Kingdom,2021-06-14,74852,,,2021/06/14,60.0
343,Cayman Islands,United Kingdom,2021-06-14,86711,,,2021/06/14,136.0
344,England,United Kingdom,2021-06-14,59965740,,,2021/06/14,82601.0
345,Falkland Islands (Malvinas),United Kingdom,2021-06-14,4407,,,2021/06/14,238.0
346,Gibraltar,United Kingdom,2021-06-14,77753,,,2021/06/14,292.0
347,Isle of Man,United Kingdom,2021-06-14,89784,,,2021/06/14,833.0
348,Montserrat,United Kingdom,2021-06-14,2522,,,2021/06/14,500.0
349,Northern Ireland,United Kingdom,2021-06-14,1863947,,,2021/06/14,82602.0
350,"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-06-14,7892,,,2021/06/14,654.0
351,Scotland,United Kingdom,2021-06-14,5923112,,,2021/06/14,82603.0
352,Wales,United Kingdom,2021-06-14,3591060,,,2021/06/14,82604.0
353,,Uruguay,2021-06-14,3248537,2080671.0,1166377.0,2021/06/14,858.0
354,,Uzbekistan,2021-06-14,2136423,1199354.0,443390.0,2021/06/14,860.0
355,,Venezuela,2021-06-14,739962,588066.0,151896.0,2021/06/14,862.0
