,Province_State,Country_Region,Date,Doses_admin,People_partially_vaccinated,People_fully_vaccinated,Report_Date_String,UID
202,Punjab,India,2021-06-13,5609454,,,2021/06/13,35627.0
203,Rajasthan,India,2021-06-13,19589132,,,2021/06/13,35628.0
204,Sikkim,India,2021-06-13,273460,,,2021/06/13,35629.0
205,Tamil Nadu,India,2021-06-13,10629239,,,2021/06/13,35630.0
206,Telangana,India,2021-06-13,7805400,,,2021/06/13,35631.0
207,Tripura,India,2021-06-13,1659454,,,2021/06/13,35632.0
208,Uttar Pradesh,India,2021-06-13,22935815,,,2021/06/13,35633.0
209,Uttarakhand,India,2021-06-13,3284586,,,2021/06/13,35634.0
210,West Bengal,India,2021-06-13,17583760,,,2021/06/13,35635.0
211,,Indonesia,2021-06-13,31195606,19669968.0,11525638.0,2021/06/13,360.0
212,,Iran,2021-06-13,4553653,3915783.0,637870.0,2021/06/13,364.0
213,,Iraq,2021-06-13,613840,447321.0,166519.0,2021/06/13,368.0
