,Province_State,Country_Region,Date,Doses_admin,People_partially_vaccinated,People_fully_vaccinated,Report_Date_String,UID
76,Saskatchewan,Canada,2021-06-10,828652,,,2021/06/10,12411.0
77,Yukon,Canada,2021-06-10,54832,,,2021/06/10,12412.0
78,,Chile,2021-06-10,19829017,11244773.0,8544845.0,2021/06/10,152.0
79,,China,2021-06-10,808962000,0.0,0.0,2021/06/10,156.0
80,Hong Kong,China,2021-06-10,2748930,,,2021/06/10,344.0
81,Macau,China,2021-06-10,215775,,,2021/06/10,446.0
82,,Colombia,2021-06-10,11977805,8262316.0,3471207.0,2021/06/10,170.0
83,Amazonas,Colombia,2021-06-10,60845,,,2021/06/10,17001.0
84,Antioquia,Colombia,2021-06-10,1807472,,,2021/06/10,17002.0
85,Arauca,Colombia,2021-06-10,45562,,,2021/06/10,17003.0
86,Atlantico,Colombia,2021-06-10,652882,,,2021/06/10,17004.0
87,Bolivar,Colombia,2021-06-10,488688,,,2021/06/10,17005.0
88,Boyaca,Colombia,2021-06-10,347761,,,2021/06/10,17006.0
89,Caldas,Colombia,2021-06-10,278372,,,2021/06/10,17007.0
90,Capital District,Colombia,2021-06-10,2362799,,,2021/06/10,17008.0
91,Caqueta,Colombia,2021-06-10,66070,,,2021/06/10,17009.0
92,Casanare,Colombia,2021-06-10,79499,,,2021/06/10,17010.0
93,Cauca,Colombia,2021-06-10,192509,,,2021/06/10,17011.0
94,Cesar,Colombia,2021-06-10,200446,,,2021/06/10,17012.0
95,Choco,Colombia,2021-06-10,46927,,,2021/06/10,17013.0
96,Cordoba,Colombia,2021-06-10,317236,,,2021/06/10,17014.0
97,Cundinamarca,Colombia,2021-06-10,693582,,,2021/06/10,17015.0
98,Guainia,Colombia,2021-06-10,19871,,,2021/06/10,17016.0
99,Guaviare,Colombia,2021-06-10,11736,,,2021/06/10,17017.0
100,Huila,Colombia,2021-06-10,229401,,,2021/06/10,17018.0
101,La Guajira,Colombia,2021-06-10,114501,,,2021/06/10,17019.0
102,Magdalena,Colombia,2021-06-10,250323,,,2021/06/10,17020.0
103,Meta,Colombia,2021-06-10,191639,,,2021/06/10,17021.0
104,Narino,Colombia,2021-06-10,329444,,,2021/06/10,17022.0
105,Norte de Santander,Colombia,2021-06-10,326732,,,2021/06/10,17023.0
106,Putumayo,Colombia,2021-06-10,40860,,,2021/06/10,17024.0
107,Quindio,Colombia,2021-06-10,178305,,,2021/06/10,17025.0
108,Risaralda,Colombia,2021-06-10,286037,,,2021/06/10,17026.0
109,San Andres y Providencia,Colombia,2021-06-10,18891,,,2021/06/10,17027.0
110,Santander,Colombia,2021-06-10,627981,,,2021/06/10,17028.0
111,Sucre,Colombia,2021-06-10,192013,,,2021/06/10,17029.0
112,Tolima,Colombia,2021-06-10,361035,,,2021/06/10,17030.0
113,Unassigned,Colombia,2021-06-10,0,,,2021/06/10,17034.0
114,Valle del Cauca,Colombia,2021-06-10,1135908,,,2021/06/10,17031.0
115,Vaupes,Colombia,2021-06-10,15245,,,2021/06/10,17032.0
116,Vichada,Colombia,2021-06-10,7233,,,2021/06/10,17033.0
117,,Costa Rica,2021-06-10,1906177,1219551.0,686626.0,2021/06/10,188.0
118,,Cote d'Ivoire,2021-06-10,606907,606907.0,0.0,2021/06/10,384.0
119,,Croatia,2021-06-10,1920656,1345741.0,574915.0,2021/06/10,191.0
120,,Cyprus,2021-06-10,662063,408513.0,253550.0,2021/06/10,196.0
121,,Czechia,2021-06-10,6099710,4303854.0,1852757.0,2021/06/10,203.0
122,,Denmark,2021-06-10,3835010,2444633.0,1390377.0,2021/06/10,208.0
123,Faroe Islands,Denmark,2021-06-10,38242,,,2021/06/10,234.0
124,Greenland,Denmark,2021-06-10,26423,,,2021/06/10,304.0
125,,Dominica,2021-06-10,37126,19830.0,17296.0,2021/06/10,212.0
126,,Dominican Republic,2021-06-10,5652133,4090092.0,1562041.0,2021/06/10,214.0
127,,Ecuador,2021-06-10,2717072,1825096.0,891976.0,2021/06/10,218.0
128,,Egypt,2021-06-10,2822479,2465521.0,356958.0,2021/06/10,818.0
129,,El Salvador,2021-06-10,2147224,1245684.0,901540.0,2021/06/10,222.0
130,,Equatorial Guinea,2021-06-10,236189,148579.0,87610.0,2021/06/10,226.0
131,,Estonia,2021-06-10,778233,507910.0,270323.0,2021/06/10,233.0
132,,Eswatini,2021-06-10,35227,35227.0,0.0,2021/06/10,748.0
133,,Ethiopia,2021-06-10,1894717,1894717.0,0.0,2021/06/10,231.0
134,,Fiji,2021-06-10,223429,218830.0,4599.0,2021/06/10,242.0
135,,Finland,2021-06-10,3292288,2665787.0,626501.0,2021/06/10,246.0
136,,France,2021-06-10,40841175,28310571.0,12906685.0,2021/06/10,250.0
137,,Gabon,2021-06-10,25313,14352.0,9019.0,2021/06/10,266.0
138,,Gambia,2021-06-10,40810,30421.0,10389.0,2021/06/10,270.0
139,,Georgia,2021-06-10,229986,178738.0,51248.0,2021/06/10,268.0
140,,Germany,2021-06-10,57891852,38245152.0,18187186.0,2021/06/10,276.0
141,,Ghana,2021-06-10,1228216,852047.0,376169.0,2021/06/10,288.0
142,,Greece,2021-06-10,6361417,4062809.0,2435852.0,2021/06/10,300.0
143,,Grenada,2021-06-10,26975,17970.0,9005.0,2021/06/10,308.0
144,,Guatemala,2021-06-10,620011,492410.0,115279.0,2021/06/10,320.0
145,,Guinea,2021-06-10,375664,282758.0,92906.0,2021/06/10,324.0
146,,Guyana,2021-06-10,285247,209835.0,75412.0,2021/06/10,328.0
147,,Honduras,2021-06-10,420531,369571.0,56960.0,2021/06/10,340.0
148,,Hungary,2021-06-10,9249943,5260418.0,3989525.0,2021/06/10,348.0
149,,Iceland,2021-06-10,303745,188208.0,101713.0,2021/06/10,352.0
150,,India,2021-06-10,242726693,188363894.0,45317035.0,2021/06/10,356.0
151,Andaman and Nicobar Islands,India,2021-06-10,128483,,,2021/06/10,35601.0
152,Andhra Pradesh,India,2021-06-10,11224580,,,2021/06/10,35602.0
153,Arunachal Pradesh,India,2021-06-10,395696,,,2021/06/10,35603.0
154,Assam,India,2021-06-10,4490118,,,2021/06/10,35604.0
155,Bihar,India,2021-06-10,11403526,,,2021/06/10,35605.0
156,Chandigarh,India,2021-06-10,387064,,,2021/06/10,35606.0
157,Chhattisgarh,India,2021-06-10,7164925,,,2021/06/10,35607.0
158,Dadra and Nagar Haveli and Daman and Diu,India,2021-06-10,240124,,,2021/06/10,35608.0
159,Delhi,India,2021-06-10,5830588,,,2021/06/10,35609.0
160,Goa,India,2021-06-10,600694,,,2021/06/10,35610.0
161,Gujarat,India,2021-06-10,19188514,,,2021/06/10,35611.0
162,Haryana,India,2021-06-10,6426960,,,2021/06/10,35612.0
163,Himachal Pradesh,India,2021-06-10,2557793,,,2021/06/10,35613.0
164,Jammu and Kashmir,India,2021-06-10,3547946,,,2021/06/10,35614.0
165,Jharkhand,India,2021-06-10,4729484,,,2021/06/10,35615.0
166,Karnataka,India,2021-06-10,15978605,,,2021/06/10,35616.0
167,Kerala,India,2021-06-10,10819330,,,2021/06/10,35617.0
168,Ladakh,India,2021-06-10,183442,,,2021/06/10,35618.0
169,Lakshadweep,India,2021-06-10,42751,,,2021/06/10,35637.0
170,Madhya Pradesh,India,2021-06-10,13578548,,,2021/06/10,35619.0
171,Maharashtra,India,2021-06-10,25015546,,,2021/06/10,35620.0
172,Manipur,India,2021-06-10,522482,,,2021/06/10,35621.0
173,Meghalaya,India,2021-06-10,480203,,,2021/06/10,35622.0
174,Mizoram,India,2021-06-10,335037,,,2021/06/10,35623.0
175,Nagaland,India,2021-06-10,312156,,,2021/06/10,35624.0
176,Odisha,India,2021-06-10,8744175,,,2021/06/10,35625.0
177,Puducherry,India,2021-06-10,305420,,,2021/06/10,35626.0
178,Punjab,India,2021-06-10,5431675,,,2021/06/10,35627.0
179,Rajasthan,India,2021-06-10,18476955,,,2021/06/10,35628.0
180,Sikkim,India,2021-06-10,244282,,,2021/06/10,35629.0
181,Tamil Nadu,India,2021-06-10,10218925,,,2021/06/10,35630.0
182,Telangana,India,2021-06-10,7209848,,,2021/06/10,35631.0
183,Tripura,India,2021-06-10,1646212,,,2021/06/10,35632.0
184,Uttar Pradesh,India,2021-06-10,21565323,,,2021/06/10,35633.0
185,Uttarakhand,India,2021-06-10,3155806,,,2021/06/10,35634.0
186,West Bengal,India,2021-06-10,16934231,,,2021/06/10,35635.0
187,,Indonesia,2021-06-10,29616507,18260482.0,11356025.0,2021/06/10,360.0
188,,Iran,2021-06-10,4553653,3915783.0,637870.0,2021/06/10,364.0
189,,Iraq,2021-06-10,613840,453361.0,0.0,2021/06/10,368.0
190,,Ireland,2021-06-10,2387348,1760642.0,514808.0,2021/06/10,372.0
191,,Israel,2021-06-10,10613141,5462996.0,5139005.0,2021/06/10,376.0
192,,Italy,2021-06-10,39891977,26989197.0,13338891.0,2021/06/10,380.0
193,Abruzzo,Italy,2021-06-10,902470,,,2021/06/10,38013.0
194,Basilicata,Italy,2021-06-10,371961,,,2021/06/10,38017.0
195,Calabria,Italy,2021-06-10,1201290,,,2021/06/10,38018.0
196,Campania,Italy,2021-06-10,3872154,,,2021/06/10,38015.0
197,Emilia-Romagna,Italy,2021-06-10,3008165,,,2021/06/10,38008.0
198,Friuli Venezia Giulia,Italy,2021-06-10,830478,,,2021/06/10,38006.0
199,Lazio,Italy,2021-06-10,3902403,,,2021/06/10,38012.0
200,Liguria,Italy,2021-06-10,1074242,,,2021/06/10,38007.0
201,Lombardia,Italy,2021-06-10,6924722,,,2021/06/10,38003.0
202,Marche,Italy,2021-06-10,1026718,,,2021/06/10,38011.0
203,Molise,Italy,2021-06-10,213071,,,2021/06/10,38014.0
204,P.A. Bolzano,Italy,2021-06-10,358103,,,2021/06/10,38041.0
205,P.A. Trento,Italy,2021-06-10,339814,,,2021/06/10,38042.0
206,Piemonte,Italy,2021-06-10,2834616,,,2021/06/10,38001.0
207,Puglia,Italy,2021-06-10,2725566,,,2021/06/10,38016.0
208,Sardegna,Italy,2021-06-10,1028242,,,2021/06/10,38020.0
209,Sicilia,Italy,2021-06-10,2990975,,,2021/06/10,38019.0
210,Toscana,Italy,2021-06-10,2415296,,,2021/06/10,38009.0
211,Umbria,Italy,2021-06-10,592397,,,2021/06/10,38010.0
212,Valle d'Aosta,Italy,2021-06-10,83162,,,2021/06/10,38002.0
213,Veneto,Italy,2021-06-10,3196132,,,2021/06/10,38005.0
214,,Jamaica,2021-06-10,177889,155683.0,22206.0,2021/06/10,388.0
215,,Japan,2021-06-10,20383612,14505288.0,4866397.0,2021/06/10,392.0
216,,Jordan,2021-06-10,2307978,1748084.0,559894.0,2021/06/10,400.0
217,,Kazakhstan,2021-06-10,3498939,2285898.0,1213041.0,2021/06/10,398.0
218,,Kenya,2021-06-10,1005509,978127.0,27382.0,2021/06/10,404.0
219,,Kosovo,2021-06-10,80126,80126.0,0.0,2021/06/10,383.0
220,,Kuwait,2021-06-10,1820000,822000.0,38000.0,2021/06/10,414.0
221,,Kyrgyzstan,2021-06-10,54101,37117.0,6010.0,2021/06/10,417.0
222,,Laos,2021-06-10,982253,679729.0,302524.0,2021/06/10,418.0
223,,Latvia,2021-06-10,883870,539414.0,372465.0,2021/06/10,428.0
224,,Lebanon,2021-06-10,907418,602419.0,304999.0,2021/06/10,422.0
225,,Liechtenstein,2021-06-10,24053,14236.0,9817.0,2021/06/10,438.0
226,,Lithuania,2021-06-10,1852132,1132339.0,719793.0,2021/06/10,440.0
227,,Luxembourg,2021-06-10,406570,254143.0,143931.0,2021/06/10,442.0
228,,Malawi,2021-06-10,363928,359165.0,19.0,2021/06/10,454.0
229,,Malaysia,2021-06-10,3790121,2609377.0,1180744.0,2021/06/10,458.0
230,,Maldives,2021-06-10,486833,312574.0,174259.0,2021/06/10,462.0
231,,Mali,2021-06-10,152430,111439.0,40991.0,2021/06/10,466.0
232,,Malta,2021-06-10,558320,329000.0,238807.0,2021/06/10,470.0
233,,Marshall Islands,2021-06-10,30770,,,2021/06/10,584.0
234,,Mauritania,2021-06-10,43607,30561.0,6770.0,2021/06/10,478.0
235,,Mauritius,2021-06-10,455242,247673.0,207569.0,2021/06/10,480.0
236,,Mexico,2021-06-10,34658545,24224273.0,14193288.0,2021/06/10,484.0
237,,Micronesia,2021-06-10,45840,,,2021/06/10,583.0
238,,Moldova,2021-06-10,480131,366599.0,113532.0,2021/06/10,498.0
239,,Monaco,2021-06-10,31774,17704.0,14070.0,2021/06/10,492.0
240,,Mongolia,2021-06-10,3481129,1884272.0,1596857.0,2021/06/10,496.0
241,,Montenegro,2021-06-10,248522,141574.0,106948.0,2021/06/10,499.0
242,,Morocco,2021-06-10,15798674,9341497.0,6457177.0,2021/06/10,504.0
243,,Mozambique,2021-06-10,394312,319511.0,74801.0,2021/06/10,508.0
244,,Namibia,2021-06-10,90718,78397.0,12321.0,2021/06/10,516.0
245,,Nepal,2021-06-10,2804574,2113080.0,691494.0,2021/06/10,524.0
246,,Netherlands,2021-06-10,11145074,6900408.0,3357502.0,2021/06/10,528.0
247,,New Zealand,2021-06-10,775444,498670.0,276774.0,2021/06/10,554.0
248,,Nicaragua,2021-06-10,167500,167500.0,0.0,2021/06/10,558.0
249,,Nigeria,2021-06-10,2225765,1964095.0,261670.0,2021/06/10,566.0
250,,North Macedonia,2021-06-10,399962,249187.0,150775.0,2021/06/10,807.0
251,,Norway,2021-06-10,3012227,1822035.0,1190192.0,2021/06/10,578.0
252,,Oman,2021-06-10,296894,216549.0,80345.0,2021/06/10,512.0
253,,Pakistan,2021-06-10,8850889,6364470.0,2310115.0,2021/06/10,586.0
254,,Palau,2021-06-10,24557,,,2021/06/10,585.0
255,,Panama,2021-06-10,1143067,748294.0,394773.0,2021/06/10,591.0
256,,Papua New Guinea,2021-06-10,38176,38176.0,0.0,2021/06/10,598.0
257,,Paraguay,2021-06-10,448421,327971.0,79673.0,2021/06/10,600.0
258,,Peru,2021-06-10,4710131,3035410.0,1365709.0,2021/06/10,604.0
259,,Philippines,2021-06-10,6096208,4491948.0,1604260.0,2021/06/10,608.0
260,,Poland,2021-06-10,23240142,14845783.0,8621029.0,2021/06/10,616.0
261,Dolnoslaskie,Poland,2021-06-10,1900527,,,2021/06/10,61601.0
262,Kujawsko-pomorskie,Poland,2021-06-10,1207322,,,2021/06/10,61602.0
263,Lodzkie,Poland,2021-06-10,1538071,,,2021/06/10,61605.0
264,Lubelskie,Poland,2021-06-10,1132634,,,2021/06/10,61603.0
265,Lubuskie,Poland,2021-06-10,639437,,,2021/06/10,61604.0
266,Malopolskie,Poland,2021-06-10,1898712,,,2021/06/10,61606.0
267,Mazowieckie,Poland,2021-06-10,3591730,,,2021/06/10,61607.0
268,Opolskie,Poland,2021-06-10,580698,,,2021/06/10,61608.0
269,Podkarpackie,Poland,2021-06-10,1102160,,,2021/06/10,61609.0
270,Podlaskie,Poland,2021-06-10,726854,,,2021/06/10,61610.0
271,Pomorskie,Poland,2021-06-10,1536489,,,2021/06/10,61611.0
272,Slaskie,Poland,2021-06-10,2803733,,,2021/06/10,61612.0
273,Swietokrzyskie,Poland,2021-06-10,652948,,,2021/06/10,61613.0
274,Warminsko-mazurskie,Poland,2021-06-10,769178,,,2021/06/10,61614.0
275,Wielkopolskie,Poland,2021-06-10,2060471,,,2021/06/10,61615.0
276,Zachodniopomorskie,Poland,2021-06-10,1098533,,,2021/06/10,61616.0
277,,Portugal,2021-06-10,6374539,4187308.0,2187204.0,2021/06/10,620.0
278,,Qatar,2021-06-10,2716670,1561481.0,1155189.0,2021/06/10,634.0
279,,Romania,2021-06-10,8288345,4457688.0,3997752.0,2021/06/10,642.0
280,,Russia,2021-06-10,31953145,17782159.0,13513629.0,2021/06/10,643.0
281,,Rwanda,2021-06-10,400096,350400.0,49696.0,2021/06/10,646.0
282,,Saint Kitts and Nevis,2021-06-10,29628,21066.0,8562.0,2021/06/10,659.0
283,,Saint Lucia,2021-06-10,48666,28914.0,19752.0,2021/06/10,662.0
284,,Saint Vincent and the Grenadines,2021-06-10,21422,18417.0,0.0,2021/06/10,670.0
285,,San Marino,2021-06-10,43192,21612.0,21580.0,2021/06/10,674.0
286,,Sao Tome and Principe,2021-06-10,23027,12374.0,10653.0,2021/06/10,678.0
287,,Saudi Arabia,2021-06-10,15388269,0.0,0.0,2021/06/10,682.0
288,,Senegal,2021-06-10,537467,466578.0,70889.0,2021/06/10,686.0
289,,Serbia,2021-06-10,4770589,2599345.0,2171244.0,2021/06/10,688.0
290,,Seychelles,2021-06-10,137196,70653.0,65873.0,2021/06/10,690.0
291,,Sierra Leone,2021-06-10,83474,71821.0,11653.0,2021/06/10,694.0
292,,Singapore,2021-06-10,4392067,2503814.0,1888253.0,2021/06/10,702.0
293,,Slovakia,2021-06-10,2864963,1840253.0,1024710.0,2021/06/10,703.0
294,,Slovenia,2021-06-10,1223205,730076.0,493129.0,2021/06/10,705.0
295,,Solomon Islands,2021-06-10,17065,17000.0,3479.0,2021/06/10,90.0
296,,South Africa,2021-06-10,1525271,642946.0,480665.0,2021/06/10,710.0
297,,South Sudan,2021-06-10,11889,11889.0,0.0,2021/06/10,728.0
298,,Spain,2021-06-10,31004060,20048174.0,11260175.0,2021/06/10,724.0
299,,Sri Lanka,2021-06-10,2333591,1979802.0,353789.0,2021/06/10,144.0
300,,Sudan,2021-06-10,465197,404397.0,60800.0,2021/06/10,729.0
301,,Suriname,2021-06-10,110393,88708.0,21658.0,2021/06/10,740.0
302,,Sweden,2021-06-10,5838969,3969401.0,1869568.0,2021/06/10,752.0
303,,Switzerland,2021-06-10,5467187,3410010.0,2057177.0,2021/06/10,756.0
304,,Syria,2021-06-10,71519,71519.0,0.0,2021/06/10,760.0
305,,Taiwan*,2021-06-10,743578,743578.0,0.0,2021/06/10,158.0
306,,Thailand,2021-06-10,5107069,3672372.0,1434697.0,2021/06/10,764.0
307,,Togo,2021-06-10,318666,270784.0,47882.0,2021/06/10,768.0
308,,Trinidad and Tobago,2021-06-10,132926,129437.0,3489.0,2021/06/10,780.0
309,,Tunisia,2021-06-10,1192895,841051.0,351844.0,2021/06/10,788.0
310,,Turkey,2021-06-10,31983615,18239386.0,13350452.0,2021/06/10,792.0
311,,US,2021-06-10,304753476,172054276.0,140980110.0,2021/06/10,840.0
312,,US (Aggregate),2021-06-10,304443324,172054276.0,140980110.0,2021/06/10,840.0
313,,Uganda,2021-06-10,768434,748676.0,4129.0,2021/06/10,800.0
314,,Ukraine,2021-06-10,1545019,1328068.0,161378.0,2021/06/10,804.0
315,,United Arab Emirates,2021-06-10,13507943,5081853.0,3836521.0,2021/06/10,784.0
316,,United Kingdom,2021-06-10,69838075,40573517.0,28227362.0,2021/06/10,826.0
317,Anguilla,United Kingdom,2021-06-10,14557,,,2021/06/10,660.0
318,Bermuda,United Kingdom,2021-06-10,73702,,,2021/06/10,60.0
319,Cayman Islands,United Kingdom,2021-06-10,86711,,,2021/06/10,136.0
320,England,United Kingdom,2021-06-10,58206264,,,2021/06/10,82601.0
321,Falkland Islands (Malvinas),United Kingdom,2021-06-10,4407,,,2021/06/10,238.0
322,Gibraltar,United Kingdom,2021-06-10,77753,,,2021/06/10,292.0
323,Isle of Man,United Kingdom,2021-06-10,89727,,,2021/06/10,833.0
324,Montserrat,United Kingdom,2021-06-10,2522,,,2021/06/10,500.0
325,Northern Ireland,United Kingdom,2021-06-10,1826614,,,2021/06/10,82602.0
326,"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-06-10,7892,,,2021/06/10,654.0
327,Scotland,United Kingdom,2021-06-10,5736126,,,2021/06/10,82603.0
328,Wales,United Kingdom,2021-06-10,3482159,,,2021/06/10,82604.0
329,,Uruguay,2021-06-10,3140408,2014976.0,1076720.0,2021/06/10,858.0
330,,Uzbekistan,2021-06-10,2136423,1199354.0,443390.0,2021/06/10,860.0
331,,Venezuela,2021-06-10,3300000,3127954.0,0.0,2021/06/10,862.0
332,,Vietnam,2021-06-10,1354856,1312741.0,42115.0,2021/06/10,704.0
333,,World,2021-06-10,2216257566,917480390.0,469428147.0,2021/06/10,
334,,Zambia,2021-06-10,147220,141829.0,5286.0,2021/06/10,894.0
335,,Zimbabwe,2021-06-10,1073971,688696.0,385275.0,2021/06/10,716.0
