,Province_State,Country_Region,Date,Doses_admin,People_partially_vaccinated,People_fully_vaccinated,Report_Date_String,UID
162,,Gambia,2021-06-11,40810,30421.0,10389.0,2021/06/11,270.0
163,,Georgia,2021-06-11,249268,191001.0,58267.0,2021/06/11,268.0
164,,Germany,2021-06-11,59038531,39539170.0,20648461.0,2021/06/11,276.0
165,,Ghana,2021-06-11,1228216,852047.0,376169.0,2021/06/11,288.0
166,,Greece,2021-06-11,6564056,4130759.0,2582154.0,2021/06/11,300.0
167,,Grenada,2021-06-11,26975,17970.0,9005.0,2021/06/11,308.0
168,,Guatemala,2021-06-11,632992,507540.0,125452.0,2021/06/11,320.0
169,,Guinea,2021-06-11,396675,289337.0,95637.0,2021/06/11,324.0
170,,Guyana,2021-06-11,285247,209835.0,75412.0,2021/06/11,328.0
171,,Honduras,2021-06-11,420531,369571.0,56960.0,2021/06/11,340.0
172,,Hungary,2021-06-11,9424351,5311475.0,4112876.0,2021/06/11,348.0
173,,Iceland,2021-06-11,343616,198155.0,105590.0,2021/06/11,352.0
174,,India,2021-06-11,246085649,194325996.0,45955907.0,2021/06/11,356.0
175,Andaman and Nicobar Islands,India,2021-06-11,129383,,,2021/06/11,35601.0
176,Andhra Pradesh,India,2021-06-11,11480538,,,2021/06/11,35602.0
177,Arunachal Pradesh,India,2021-06-11,400506,,,2021/06/11,35603.0
178,Assam,India,2021-06-11,4582985,,,2021/06/11,35604.0
179,Bihar,India,2021-06-11,11592170,,,2021/06/11,35605.0
180,Chandigarh,India,2021-06-11,389334,,,2021/06/11,35606.0
181,Chhattisgarh,India,2021-06-11,7179201,,,2021/06/11,35607.0
182,Dadra and Nagar Haveli and Daman and Diu,India,2021-06-11,245041,,,2021/06/11,35608.0
